Title,Comments
New to IOT. want to start with a temp sensor on a raspberry,"Hi! I started my IoT journey a few years ago and my first advice would be to make your projects more ambitious incrementally. A Raspberry Pi is a perfect place to start, I would consider a Raspberry Pi 4 so you can have wired internet, WiFi and Bluetooth, in addition to great support for all the HATs and sensors you can connect to the GPIOs. 

I would start with a temperature sensor like a DHT11/DHT22, there are tons of tutorials connecting them and sending the data somewhere. You could start by sending that data somewhere (I like Azure IoT Central, but I'm mega-biased) through a wired connection or WiFi. Next you can implement LoRa, again lots of info online, but try not to tackle both issues at the same time would be my advice!

As for Blockchain & IoT, there are a few papers on the subject and why IoT might benefit from it. I work in a team where we have experts in both fields and we are currently not convinced of the benefits. If you have a strong working knowledge of Blockchain and how to interact (and write smart contracts for instance) for it, knock yourself out after you get the data out using any connection method.

Also, a microcontroller can handle some basic encryption depending on the specs, a Raspberry Pi (a mini computer, not a microcontroller) is definitely capable of handling it."
New to IOT. want to start with a temp sensor on a raspberry,"Depending how important LoraWan is to you, I could also help you get started with the platform me and my colleagues are building: https://www.gravio.com - but we use zigbee ... just let me know, I’m happy to help."
New to IOT. want to start with a temp sensor on a raspberry,"If you have access to WiFi network, all you need is a cheap ESP8266, DHT22 sensor, AWS account and this Micropython repo https://www.github.com/taskovskig/MicroPython/tree/master/AWS-IoT%2FESP8266"
How IoT Could Helpful to Save Forest Asset,Some nice use cases in there. And such a worthwhile cause! It would be great to see some real-world case studies highlighting the technology described here.
How IoT Could Helpful to Save Forest Asset,"Great stuff, nice to see this different uses for IOT."
How IoT Could Helpful to Save Forest Asset,"Interesting use cases!

This reminds me of Microsoft doing some project around Biodiversity surveys using Azure Machine Learning. [https://www.microsoft.com/en-us/research/project/accelerating-image-based-biodiversity-surveys/](https://www.microsoft.com/en-us/research/project/accelerating-image-based-biodiversity-surveys/)"
Is transferring big files through a broker with MQTT a bad idea?,"Broker almost all have defined message size limits. They MAY be able adjust this size.  But it's clear from the fact that most all of them DO have a limit that large messages are potentially problematic.

One issue with moving files over MQTT is that you end up sending that file twice. once from source to broker and then a second time from broker to destination.

Second the broker is going to spend a lot of time ""shoveling"" data around, instead of doing what it's designed for which is to carefully route between publisher and subscribers.

I guess I think it's a bad idea."
Is transferring big files through a broker with MQTT a bad idea?,"I don’t think you want to use MQTT for that. It’s really meant for smaller data communication. I’m not really sure what you’re doing, but you could use MQTT to send info like the file url, then use that url to download the file over http."
Is transferring big files through a broker with MQTT a bad idea?,"Not completely sure but I think that MQTT can't be used to transfer data that is more complex than a bunch of characters
I mean, you can send data in JSON format but I don't kind you can send even a image
Maybe you can make a workaround by sending the URL where the receiver has to go to get such file"
Is transferring big files through a broker with MQTT a bad idea?,"Hosted brokers, like AWS IoT, have a much smaller limit (AWS has 128kB) which is one downside. If you were planning on running all the infrastructure yourself then maybe it'd be ok, though I'm not sure if brokers and/or message libraries would practically support messages that big.

Out of interest, what is the data? And how are you buffering so much of it on a small device with limited ram and flash?"
Is transferring big files through a broker with MQTT a bad idea?,Take a step back. What is in the files? Can that data be broken out into smaller chunks that would fit an MQTT use case?
Is transferring big files through a broker with MQTT a bad idea?,Yes you could do this especially if it was split into chunks. I would use a different protocol like HTTP POST.
Is transferring big files through a broker with MQTT a bad idea?,"Firstly, is it possible? Yes. You can theoretically slice anything up, send those slices as payloads and reassemble them at the other end.

Secondly, why wouldn't you? Many reasons. You would need to send this data with QoS 2 to ensure that the data gets there only once. This means every payload requires a whole bunch of messages to be sent. On top of that, the overhead for each message will increase the amount of data transferred significantly. Then there's that whole putting the pieces back together thing. Not a major issue but the messages might not necessarily arrive in the order you want them. You'll need to account for that.

tl;dr: It's not impossible but it's a hassle and very costly in terms of data.

Also:

""The other way I'm guessing this could be done is by implementing an HTTP client and then the mechanisms described in a REST API from said online service""

This seems like a sensible approach. HTTP/S is the perfect transport for files. You can use something like Node-RED to handle the difficult communication stuff between the device and the application. (sorry if I'm teaching you to suck eggs, don't know how ""into"" things you are)"
Is transferring big files through a broker with MQTT a bad idea?,"MQTT is not designed for those size payloads, and even if you can send such files, what would handle the files on the receiving end? MQTT in itself doesn't care what's in the payloads.

More solid choices:

* With server logic: HTTP
* Without server logic: (S)FTP

With server logic I mean something ""intelligent"" occurs once the file is uploaded."
#JulyOT - A month of learning focused on Azure IoT Solutions, The team at Microsoft have curated a collection of content designed to demonstrate and teach developers how to build solutions with Azure IoT services. Resources will be updated every Thursday during the month of July and will detail how you can contribute and be a part of #JulyOT with your own project(s).
Stable Raspberry Pi 4 USB boot (HOW-TO),Can we only blot raspberry pi is though? Or can we use this with ~~u until~~ ubuntu server? Edit: autocorrect
Internet of Things (IoT) Devices are Evil - Why I Don't Put IoT Devices In My House,if he puts an evil emoji in the thumbnail it must be true
Internet of Things (IoT) Devices are Evil - Why I Don't Put IoT Devices In My House,"Ummmmmmm - Everything connects to the internet my dude. he didn't talk  about implementing controls or how to mitigate privacy violations. It's  kind of like telling kids about abstinence only sex education and not  mentioning birth control. Yes, not connecting or using IOT devices is  one way but, there are ways to prevent pregnancy \~ I mean privacy loss.   


So, cool topic that it was  recorded in his home on a Google connected computer but, at least other options should be mentioned."
Connecting to remote cellular (mobile) devices,"I’ve encountered this problem before and you don’t have great options outside of VPN or static IPs which, as you mentioned, are expensive. Your best bet is to have a regular outbound message from the device to your server, like a heartbeat, that allows the server to respond if it has something important to say. The downside to this approach is twofold: your device is always connected and using power and your device is using more data for this heartbeat.

Assuming power is not a major concern but data usage is, you can set up a pretty low overhead communication for your heartbeat. TLS uses a lot of data for overhead so avoid that. TCP even has a decent amount of overhead if you’re trying to be very frugal. For ultra low data heartbeats I would suggest UDP. You can send basically nothing except for the device ID and then your server can respond with its messages. If you’re concerned about security and/or concerned about ensuring messages are delivered (UDP does not have packet acknowledgement) then let your server respond with a simple instruction to your device to immediately follow up with a more robust call like HTTPS.

Edit: if you want more detail or want to discuss further you can DM me. Happy to help."
Connecting to remote cellular (mobile) devices,Perhaps you can trigger a session by sending a SMS to the device. The advantage is that it's simple. WireGaurd could be also interesting. Perhaps you can add each device as a peer to your WireGuard network. It's also fairly simple.
Connecting to remote cellular (mobile) devices,We had similar issue in one of the IOT projects because usually GPRS networks provide dynamic IPs. In one of the project we implemented [Piggybacking](https://en.wikipedia.org/wiki/Piggybacking_(data_transmission)) for commands.
Connecting to remote cellular (mobile) devices,"Do you mean that the devices' IP addresses are dynamic, not static? In any event, you can communicate back with them via their then-current IP as soon as they report in, right?

Can you build in logic at the device that detects when it's IP address has changed, and send you an IP-Changed message? If you can, then you can just save the last-seen-IP and use that to initiate a connection."
Connecting to remote cellular (mobile) devices,"MQTT is realtime, bidirectional, persistent, and nat-proof.  
Theres no need for VPN or static IPs.

  
also not sure what ""preserve the MQTT session"" means.  
do you mean ""send retained messages at QOS3""?

  
Sounds like maybe just learn how MQTT works."
Connecting to remote cellular (mobile) devices,"We have a customer in our white label IoT platform with a largish number of cell devices with a similar issue.  They report in via UDP on a schedule, we reach them ad hoc via SMS with control messages.  The device has several possibilities, but that's what they picked and easy for us to implement.  You have bi-directional possibilities w MQTT."
Connecting to remote cellular (mobile) devices,"Thank you all for the help and suggestions. You've given me two great ideas, the UDP ""knock"" from the device checking for updates, and possibly using SMS to request that the device call home! - I'll keep you posted."
Connecting to remote cellular (mobile) devices,"Have each of the devices subscribe to a specific MQTT topic, when it receives commands from that topic - it executes them.

&#x200B;

Alternatively, you can run an IRC client on each device such that all of them join a channel. This way you can monitor their presence, send commands (either individually or to groups of devices)."
Connecting to remote cellular (mobile) devices,Perhaps the best solution is a better Cellular carrier. Have you seen the new IoT Cell Sim and Data plans from Justworx? 10MB per month for 30 years at a fixed once-off cost of $20. Works on 230 networks in 105 countries. This is enough data to provide for a keep-alive message every 30 seconds (of 100 Bytes) to be sent to your MQTT server. You can learn more at [https://justworx.store/data.html](https://justworx.store/data.html)
Connecting to remote cellular (mobile) devices,"Mobile communication and the underlying network technology is not IP based. They provide IP as a layer on top of their base communication platform.

It’s neigh on impossible to accept incoming socket connections on a mobile device - without paying a service provider through the nose.

iOS, Android, and Blackberry before that hide this problem by the client making, and keeping alive a socket with a notification server. But that comes at a cost. One which was really evident when users began roaming across networks.

IoT cellular / mobile service plans, power consumption requirements and server load impose solution constraints. These push toward only maintaining and operating a communication channel between the IoT device and the server if / when needed. This in turn introduces latency, since you can’t call out to the mobile IoT device.

We could switch MQTT for any other messaging solution, even a simple socket solution, and we’d still have the same latency.

The root cause here is the mobile network’s underlying implementation.

I’m happy to discuss the problem in more detail, and will share any solutions I try out on /r/IoT."
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.","It looks like a 433MHz receiver over PCIe. A good example of it's use would be for your computer to receive LoRa data, which is a long range low data rate communications technology (think like WiFi, bluetooth, Zigbee but very low data rate and very long range). In my experience, it is often use for wide area sensor network kind of applications, but I am sure there are lots of other uses too!"
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.",I have some experience with setting up small home networks with Raspberry Pi and Arduino.  My friend wants to sell it to me.  I’m not entirely sure if it’s something I could use or not.  It looks like it needs to plug into a PCIE port
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.",LoRa gateway
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.","For those interested, LORA is a low band network (~900mhz) that has extremely low bandwidth but long-range capability. Many people think that highly resilient mesh networks or user-owned networks that have a great coverage will be based on the standard. Many IOT devices are perfect for this type of network."
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.", It says in the specs there’s a pci to USB adapter. Not sure about Linux drivers though
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.","I was unsure of what LoRaWAN is, so I found this... pretty interesting.

https://lora-alliance.org/sites/default/files/2018-04/what-is-lorawan.pdf

I'm not sure what you could do with just one of these things.  Are their gateways that connect to the internet at large?  If so, there must be some kind of barrier for these things, so as not to undercut the cellular data market."
"My friend got this in an Amazon mystery box he bought for $50. What could it be used for? It seems to have something to do with setting up a long range network of IOT devices, but I am not totally sure.","They....  Put a LoRa gateway in mPCIe format??

It must be purely for form factor reasons in some kind of setting where USB would look unprofessional or get vibrated to crap right?"
"Michael Hawley, co-author of famous Steve Jobs speech, dies - 9to5Mac",I'm sure his family cares.
IoT data collection dashboard,"The solutions (and cost) vary greatly based on number of data points stored and types of computation. 

For example for my home, I connected my SmartThings hub to InfluxDB running on a docker container, then using Grafana to display graphs (also running on same docker node). 
This works well for a few hundred points a minute. Make sure you work on your retention. 


And one of my clients generated over 2M messages a second, and let's say, the solution is very different. 

I purposefully selected two extremes, and not require a bit of elbow grease. 

Don't hesitate to message me if you want more information, I can help or point you in the right direction with the time I have available. 


I guess, if you are willing to patch some open source projects together and if it is for a small scale (100 msgs/minute). 

If you have a bit of budget, you can either look at a hosted Elasticsearch with Kibana, or look at either AWS, Azure or Google cloud solutions. 

Anyways, feel free to message me if you have questions."
IoT data collection dashboard,Build one with node-red
IoT data collection dashboard,"There is a lot of iot platform available on the market but most of them are expensive for personal projects. I would recommend nodered+influxdb+grafana.
Tutorial bellow is really useful.
 https://youtu.be/JdV4x925au0

I get data from lorawan sensors on a private network and display them on grafana. Everything is running on RPI."
IoT data collection dashboard,Try https://grandeur.tech they they have a free tier and pay as you go model. As a Developer I found it way better than Particle and Google IoT core.
IoT data collection dashboard,"Use an [AWS IoT rule](https://docs.aws.amazon.com/iot/latest/developerguide/iot-rules.html) to route the incoming json to [Elasticsearch](https://www.elastic.co/blog/industrial-internet-of-things-iiot-with-the-elastic-stack) (either the AWS managed version, which I'd probably recommend if you don't have ELK experience or self-managed EC2 machines). Visualize this data using [Kibana](https://www.elastic.co/kibana)."
IoT data collection dashboard,"Hi,

Here is T6-iot, an alternative that seems to suit your needs:
https://api.internetcollaboratif.info

not sure it's a good alternative, but might be useful for you.

Cheers."
IoT data collection dashboard,A quick solution is to use IFTTT to store data in a Google Sheet. Then you can view the data as graphs in Sheets. Not the JSON solution you were looking for but maybe interesting to keep things simple.
IoT data collection dashboard,Thingsboard has a community version.
IoT data collection dashboard,"Check out [Losant](https://www.losant.com). They have a free developer sandbox for 10 devices and 1MM payloads per month. All data is reported as JSON. The [Dashboards](https://docs.losant.com/dashboards/overview/) are easy to use.

Disclaimer: I work there."
IoT data collection dashboard,"Your best shot at it is using grafana as your front end. For data storage you can use any sql or no sql databases, time series database like influx. And use node red to streamline the process of handling all the data requests. You can also find a lot of stuff online for such an implementation."
IoT data collection dashboard,I am using Google Apps Script and Google Spreadsheets. And it's free.
IoT data collection dashboard,I'm using AWS IoT Core + CloudWatch.
IoT data collection dashboard,"All IoT platforms offer this functionality. Like AWS free tier, Azure etc. Or am I missing something?"
Best Practices for IoT Security: What Does That Even Mean?,Does anyone know if it is possible to get the full list of the 1014 categorized best practices?
Best sensor for detecting crossing a line [COVID],"You can multiple sensors, so that you don't have fake data, but an ultrasonic will not work.

The  VL53L0X   sensor might work but to help you not get false reads you can put a kind of glass separating the emisor and emitter, It will help it against dirt from the outside, here is a basic image [https://imgur.com/iqqUDPX](https://imgur.com/iqqUDPX) and a video explaining: [https://www.youtube.com/watch?v=puRvRsrfpTs&t=167s](https://www.youtube.com/watch?v=puRvRsrfpTs&t=167s)"
Best sensor for detecting crossing a line [COVID],I don't understand the problem: can't you just buy a sensor that's rated for outdoor environments?
What is Cellular IoT and Who is it For?,"We've built controllers for some machines that are in areas without Ethernet or WiFi so we have to use cell modems to get data out to the servers. That's what cellular IoT means to me, anyway."
What is Cellular IoT and Who is it For?,"What comes to mind for me is like monitoring and controlling say an OT process in a factory with your mobile device, say through an app. Could be totally wrong though and they intend it differently. I read the articles but they seem more focused on communications aspect than the processes being communicated with for control."
What is Cellular IoT and Who is it For?,"\- its a new marketing buzzword attached to a pretty old product.  
\- its for everyone whos been using it for the last 30 years, and apparently also idiots who love marketing buzzwords"
What is Cellular IoT and Who is it For?,"I've worked on mobile phones, Cloud Infrastructure, 5G research, and now IoT systems. Maybe I'm just getting old, but we seem to continually be over engineering the solution. 

One such form of over engineering is using VPNs or establishing and maintaining a data link between the device and a control server. This costs time and money, both on the device, and on the server, and isn't needed at all.

Cellular communication is so much more than just establishing a data link. A good provider, can also give you access to information from the network about your device. A lot of which is just ignored by developers.

Maybe I'm just becoming that grumpy old engineer?! - But there seems to be a better way to do things."
Any smart plug or relay with Cloud Http API?,"TP Link has an unofficial api, seems to work good, not documented, Merros was busy with an API a few years back or so, don't know the current status"
Any smart plug or relay with Cloud Http API?,"Not self made... and not ready to use, but Shelly devices have an API"
Any smart plug or relay with Cloud Http API?,"Have a look at the [Tasmota](https://tasmota.github.io/docs/) firmware. It works on lots of [devices](https://templates.blakadder.com/), but you have to flash the devices or buy from a company that sells devices that are already flashed, e.g. [this one](https://creationx.shop/sonoff/tasmota-firmware). 

Tasmota has a local HTTP API, so you can directly use it without the server of some company."
IoT explained in simple words for beginners,That's good link indeed. My take on IoT Architecture: [IoT Architecture](https://www.iotfied.com/post/iot-architecture)
How to incorporate creating of a server and graphing of a sensor data in a C program?,"Not sure I understand exactly what you are asking... but MQTT protocol is popular for transporting sensor data in applications like this. I am not sure what library is best for use with your hardware, but examples are [paho mqtt library](https://github.com/eclipse/paho.mqtt.c) or the [embedded version](https://github.com/eclipse/paho.mqtt.embedded-c) (low activity - may be abandoned)

For the RPi side you have a lot of options, [mainflux](https://github.com/mainflux/mainflux) would be my suggestion if you're looking for a ""proper"" setup to grow in the future. However the admin panel/graphing stuff is not a turnkey solution and will need development ([repo link](https://github.com/mainflux/ui) - it's also based on angular, ugh). There is also [thingsboard](https://github.com/thingsboard/thingsboard) but it's a giant java codebase, I wouldn't suggest trying it on an RPi...

If you're looking for a simple solution just to generate some bitmaps, I would suggest looking into [rrdtool](https://oss.oetiker.ch/rrdtool/)"
Best IoT platform for Smart Home devices and mobile app integration,"Well... AWS IoT is a good start

* AWS IoT Core - MQTT for your smart devices.
* Includes FreeRTOS + Device SDK that helps with the embedded development but also includes the mobile SDK to help with device pairing etc. + also has MQTT over BLE support to save developer time.
* The API Gateway along with Cognito will generate SDKs based on your API definition and security requirements and these can be dropped into mobile app tools so for iOS and Android.
* You could also use AWS Amplify to rapidly build your mobile apps and it has integration back to IoT Core so easy to send/receive device data.

All the tools are there and are all consumption based so it costs you nothing if there is no data moving around and has massive scale."
Best IoT platform for Smart Home devices and mobile app integration,Check out Blynk https://www.blynk.io I’d say it’s your best bet
Best IoT platform for Smart Home devices and mobile app integration,"Anything industrial is probably on premises (the server is in the plant LAN behind the layer 2 firewall). Hard to use cloud in industrial plants because of cybersecurity concerns. Sensors cannot be connected to the internet according to ISA99. 

Thingsboard is a pretty good platform but it costs a lot of money for the on premises version. Grafana is good if you just want to monitor things...but you need a database to hook it too... I recommend just building a simple MQTT pub/sub script in nodejs that connects to mosquito and puts your data into influxdb."
Best IoT platform for Smart Home devices and mobile app integration,"If you're after an edge computing solution, you may want to consider Node-RED ([https://nodered.org/](https://nodered.org/)) for an open-source solution, OR, Gravio ([gravio.com](https://gravio.com)) which is commercial. I have used both."
Best IoT platform for Smart Home devices and mobile app integration,"Have a look at [Truphone](https://www.truphone.com/things/). They provide connectivity in multiple countries as well as a portal and APIs to manage SIMs, connectivities and send commands to the devices using SMSs (among other features)."
"This is an iot based smart energy meter that I made it can monitor power, current, watt hour and unit energy consumed by the device connected to it and monitor it via blynk app from all over the world",I would like to build something similar. What do you need in order to build something like this?
"This is an iot based smart energy meter that I made it can monitor power, current, watt hour and unit energy consumed by the device connected to it and monitor it via blynk app from all over the world",Great idea but can't use it for homes cause Government gets suspicious and may even file a case on you for tinkering with their meters
iotcplatform.com down?,"I have a guardzilla internet camera that is doing the same thing. A chinese 3rd party service just folded, is my guess. The cam still seems to work though? Granted, I don't use the cloud recording"
"Does a 6"" - 1 foot range NFC tag exist?",Near-ish Field Communication
"Does a 6"" - 1 foot range NFC tag exist?","For the NFC reader that’s in your phone (I assume that’s the device your referring to), no. [This reader is used in iPhones.](https://ams.com/documents/20143/36005/AS3953_DS000383_2-00.pdf/57cac92b-7b5f-bee7-9d51-9055389d2954) Those use a standard (ISO14443A) that’s intended mainly for identity cards, and therefore has a range of about 4 cm.

There are passive (so, non-powered) long range NFC tags on the market ([such as this one](https://www.hidglobal.com/products/rfid-tags/identification-technologies/inline-tag-plate)), but those require a EPC class 2 gen 2 reader. Depending on your use case, and active RFID tag (EPC class 3 or higher) with the correct antenna setup could get you tens of meters of range."
"Does a 6"" - 1 foot range NFC tag exist?","I don't think such a device exists. NFC tags get power from the active device, it would be impossible to excite their receiver coil from such a distance."
"Does a 6"" - 1 foot range NFC tag exist?","You might want to consider using actively powered RFID instead, if that is possible."
"Does a 6"" - 1 foot range NFC tag exist?","Doesn't seem available yet, here is a Bluetooth option that could be of interest: https://www.wiliot.com/"
"About QR Codes & Barcodes - Explaining Difference between Barcode and QR Code - History, Technology & Progress of this 2 Code Types.",How old is tbis!?
Any experiences using a cradlepoint router for residential IOT,"Can he just use a hot spot with an unlimited plan for now?  

Generally Cradlepoints are pretty expensive and have some enterprise-grade networking and security features.  Might be overkill here. 

If you do need to actually set one up: https://support.hologram.io/hc/en-us/articles/360035212954-Cradlepoint-IBR600B-650B"
Any experiences using a cradlepoint router for residential IOT,"In a remote location you may want to look at ruggedized lte router from Sierra Wireless, if you need more bandwidth, and there is more than cellular network in the area, some gateways support multi SIMs and can bond both cell connections for a faster connection.

Whichever manufacturer you choose, make note of the number of wifi clients the gateway supports, some are very small, the smallest I have seen is 10, the largest I have seen is 128.

Some gateways have multiple RJ45 ports and can be configured to support failover from a broadband modem... if you have broadband."
Any experiences using a cradlepoint router for residential IOT,"Cradlepoints are great (a few are plastic).

The other guy talking about Sierra is right as well"
Any experiences using a cradlepoint router for residential IOT,"Lot's of great advice... Thanks everyone!

Suffice it to say, this is not a fallback for real broadband. While the Cradlepoint devices seem like great hardware, it is overkill for this.

As a first pass, I'm getting a consumer-grade hotspot (Netgear LB1120) to which I can add a wireless router. Given my parents' setup, they can easily run Ethernet to the far-flung places they want cameras. I'll toss in a Cricket sim with 40 GB data, set the video settings really low, then hope for the best.

That being said, the Sierra Wireless rugged LTE modems look like a great upgrade if the setup works. Great suggestion."
Smart Container Lock,I did a google search for “gps padlock” and found this https://uniguardgps.com/gps-padlock/.
Control a Mitsubishi Mr Slim heat pump using a Particle Photon and MQTT,"Thank you, seems really interesting."
Control a Mitsubishi Mr Slim heat pump using a Particle Photon and MQTT,Great job there!
Tutorial: How to Push Sensor Data into Google Spreadsheets,This should work with ANY IoT platform that can make HTTP Post requests.
Raspberry Pi Broadcast as Beacon?,"You can buy cheap BT USB plugs. Unfortunately, there is so much churn in the market that it's hard to find a specific model or brand. They are so cheap that you are better off just buying a few and using the ones that work. Look for reviews that mention Linux."
Raspberry Pi Broadcast as Beacon?,"Put all your data into the Advertising packet. Then you don't even need to be paired with the device. This works with all versions of BLE or Bluetooth. However, you are limited to 32 bytes."
Need some suggestions for a research about IoT in tourism,"It really depend on application or problems your are looking for a resolution. Example:
- facilities, sensors for improving climate measuring temp, humidity and co2.
- cameras, checking how many people is in a place, how many enter or exited an area, counting vehicles ...
- weather station and environmental sensors for having good view of routes for biking hiking etc
Do not know, some times is better checking which problem you got and then trying to solve it via hardware.
Regards."
Need some suggestions for a research about IoT in tourism,"Occupancy.
People Counters.
Activity Heatmaps.
Ressource Tracking.
Live data on infrastructure."
Need some suggestions for a research about IoT in tourism,It really depends on which degree you’re pursuing. Do you want to research and compare use cases? Do you want to research and compare technologies? Or do you want to research technical capabilities?
Need some suggestions for a research about IoT in tourism,"Hi there!

I’m the creator of a mural and street art tourism technology that uses IOT and unsure if that fits the bill for you or not. Anyway happy to discuss here or over DM if it would help in your research."
Need some suggestions for a research about IoT in tourism,"Check out Citizen M's fully IoT rooms. I'm an IoT researcher and I was really impressed when I stayed in one.

Why can't it do a qualitative study? Tourism and IoT points to a lot of subjective opinions that you couldn't capture well with quantitative research and would be better done with qualitative methods."
Raspberry Pi 4 Official USB SSD Boot (2020),"Thanks!
Any information on the performance of a ~10 USD usb flashdrive (like the ones you linked) vs a SD card at similar pricepoint?

Edit: This is the best I have found so far, but it only has data for a pretty expensive usb ssd. https://www.jeffgeerling.com/blog/2019/raspberry-pi-microsd-card-performance-comparison-2019


https://www.bjorseth.no/blog/2019/08/media-speed-with-the-raspberry-pi-4-model-b/ concludes that usb flashdrives are about 3-4 times faster than the tested SD card, but the tested usb flashdrives cost 20-25 USD. This test does not have any data on write speeds."
Raspberry Pi 4 Official USB SSD Boot (2020),Yes!
Sigfox ultrasonic sensor send alert to sigfox cloud,"Hi! Can you elaborate? Which module you got? Comercial? DIY? Which sensor? How is module starting communication? Please update with more information and for sure someone could help you.
Regards."
Sigfox ultrasonic sensor send alert to sigfox cloud,Very easy to set up emails as a callback on the sigfox backend. But it will send everytime it receives a packet from the device. So you can either just include the sensor data in the email and read it each time to see if it has exceeded a threshold or write a callback that sends to an AWS lambda function that processes all the logic and can email or SMS you the result directly.
Making an impact in IOT?,"I think the best way is to get out and talk to people. Let them describe their day, follow them around, and see if you can think of anything that would help them.

An example:
A while ago I supported a thesis worker. A local university had been tracking the migration of an endangered fish. They inserted transmitters into fish and put a receiver at a strategic place in the river. The receiver logged timestamps of when each transmitter passed by. After a few weeks they pulled up the receiver and retreived the log from the SD card.

He thesis worker connected the receiver to a Sigfox transmitter, and transmitted the list of received IDs in near real time. A small change, but this made a big difference. The professor could now get email as soon as the migration started, and they could move the receiver upstream multiple times during the migration to get additional data.

I have many more examples like this, but they all start with someone working in their field (a ""domain expert"") talking to someone who understands IoT. The domain expert doesn't know what technical solutions exist, and the IoT person doesn't know what problems exist, but together they can identify areas of improvement."
Making an impact in IOT?,">The current use cases for IoT (outside of IIoT / Edge Computing) are a bit contrived or would be a hard sell to the cities, malls, stadiums, etc where the IoT solution would be deployed. Additionally, managing the costs and the latency requirements of the implementation would also be difficult.

Yes, when a new technology comes out, people always opine about the wonderful possibilities without regard for ""who will pay for that?""  (Just like people keep talking about ""mining resources on the moon to sell on earth"". The economics are never going to work, no matter how expensive the resource.)

That is why every successful technology finds a ""killer app"" where someone is willing to pay a lot to solve their problem. (i.e. Email caused a lot of people to get online.) It is rarely the use originally envisioned (the Web was for sharing technical documents, the telephone was for listening to concerts remotely.)

Only by thinking deeply about the economics, can you predict what will actually be successful. 

Saying ""cities, malls, stadiums, etc"" seems like you have been reading too much speculation. People making money in IOT right now are selling to factories, homes (Ring), retail stores, etc.

&#x200B;

>There doesn't seem to be a communication standard that encompasses this experience.

Yup, and there never will be. Even the internet isn't all HTTP (nor even all TCP).

That reminds me of people complaining about all the different computer languages: It's not a problem, because we can't settle on one human language either.

&#x200B;

>playing around with Arduino/Raspberry Pi over the last week and I'm struggling to come up with meaningful use case.

Yeah, it's going to take more than a week.

&#x200B;

>I've built an automated *irrigation system* and WiFi connected LED projects to get my *feet wet*

I see what you did there.

&#x200B;

>I'm still at a loss on how to contribute in a more meaningful way.  
>  
>Any suggestions on how to contribute to the IoT space as in independent contributor? 

You are tilting at windmills. That is like saying ""I just got a CS degree, how can I move the field of computing forward?"" Sorry, but that position requires decades of research.

If you want IOT to be more than a hobby, you're going to have to make money at it. If you are going to make money, you have to have a customer, and have to be able to solve one of their pressing needs.

It's that simple.

I know a guy who gets paid to put sensors on bridges and hook them up to the cloud because his customer wants early warning about floods. It all starts with the customer and their problem."
