Title,Comments
When you IOT and your office is also your gym,I’d have similar spikes in my office. It’s where I steam iron shirts for work... and my video game room... and where I sometimes have sex... and I live in a studio apartment
When you IOT and your office is also your gym,What are you using for the dashboard ?
"What's in your ""End-of-Life"" Automation?",Delete browser history
"What's in your ""End-of-Life"" Automation?",Curious as to what you have actually triggering the start of the sequence
[Help] Looking for electrical engineering course,"https://www.youtube.com/channel/UC2DjFE7Xf11URZqWBigcVOQ

https://www.youtube.com/channel/UCu7_D0o48KbfhpEohoP7YSQ

These are much more practical than university courses, which imo will help you get started quicker."
Research for IoT and Smart Homes,"You arent going to find a lot of these that exist at the moment, its still a relativly new field when all is said and done. This of course depends on what you are actually asking about I guess, so Ill only discuss general IoT information and not specifics of Hive or anything.

[Heres the Black IoT Paper and Presentation](https://www.usenix.org/node/217542), and it was given less than 2 years ago. I know there is currently more research in this type of attack vector. When discussing specific IoT security, a lot of people are putting faith in the seperation their Router provides, but if you send any of that traffic to the internet that vector technically exists. Another concern is a device being brought into your house insdie the firewall, which could attack devices. Here are two additional resources related to it, including a PDF on common attack vectors and some examples.

https://blog.securityinnovation.com/iotmyths2018-0

https://elinux.org/images/f/f8/Common-Attacks-on-IoT-Devices-Christina-Quast.pdf"
Research for IoT and Smart Homes,"I've worked on this topic during my master thesis (about 1 year ago) and I had a hard time to actually find specific papers.

If you want to learn about techniques how to test the security of IoT devices, you should have a look at [OWASP](https://owasp.org/). There also a lot of talks about ""Hacking the IoT"".

Actual information about how vendors implement security protocols is not available. I've figured out that vendors like to use their own ""security"" implementation.

There are a few projects aiming to develop a standard like [Thread](https://www.threadgroup.org/) and [ZigBee](https://zigbeealliance.org/). But as far as I know, they are not accepted as THE standard.

Why do you need this information? What are you planning to do? Do you want to implement your own private secure connection? Is it for a company? Any background information would be appreciated."
Pi and multiple Uno connectivity,"Totally possible. For wireless communication across unos to pi, you'll need a shield (easiest) or similar for wireless connectivity. The protocol you use should be selected based on range and required data rate. WiFi and bluetooth are simple to use if you're within range. If you want something that covers a really long distance, you could use loraWAN, but it is a bit more involved. If you're not married to the arduino uno, there are several other options from adafruit and particle that are quite nice and don't require additional shields."
Pi and multiple Uno connectivity,"I don't think it worth the trouble and cost to buy the shields to add the functionality. For example, the ESP32 offers BLE and WiFi and costs $8 a piece. Arduino Uno is a great one to start coding a little bit, but it's far from ideal in terms of size, processing and connectivity.

Take a look on MQTT protocol, you could do it through the WiFi connection."
Pi and multiple Uno connectivity,"I’ve been developing an automated gardening system where an Arduino connected to a bunch of sensors sends the data to a raspberry pi, where it is then uploaded to the Google Cloud Platform.  I’m using XBee radio units (and shields), and they have been great!"
Can you imagine the power of combining IoT and Machine Learning?,A lot of projects already combine IoT and machine learning. I'm currently working on one now. It would be unusual to collect data from sensors and do nothing with it this article is nothing new.
Using my Google Home Mini to control the VLC Media Player with my voice! Could be useful for people who do not have a chromecast. I would be glad if you would share your opinions and suggestions 😁," How I did this project:

[https://arduinoprojectsbyr.blogspot.com/2020/04/68-controlling-vlc-media-player-with.html](https://arduinoprojectsbyr.blogspot.com/2020/04/68-controlling-vlc-media-player-with.html)

First version of this project - Controlling VLC Media player with your hands: [https://arduinoprojectsbyr.blogspot.com/2020/02/61-controlling-vlc-media-player-with.html](https://arduinoprojectsbyr.blogspot.com/2020/02/61-controlling-vlc-media-player-with.html)

Second version of this project - Controlling VLC Media player with DIY Arduino IR remote: [https://arduinoprojectsbyr.blogspot.com/2020/02/62-controlling-vlc-media-player-with-ir.html](https://arduinoprojectsbyr.blogspot.com/2020/02/62-controlling-vlc-media-player-with-ir.html)

Third version of this project - Controlling VLC Media player with Blynk: [https://arduinoprojectsbyr.blogspot.com/2020/03/65-controlling-vlc-media-player-with.html](https://arduinoprojectsbyr.blogspot.com/2020/03/65-controlling-vlc-media-player-with.html)"
Using my Google Home Mini to control the VLC Media Player with my voice! Could be useful for people who do not have a chromecast. I would be glad if you would share your opinions and suggestions 😁,I feel old and useless.
Applying AI to save lives: How A Team at Microsoft made Drones Self Aware," Leveraging Custom Vision Cognitive Service, Azure IoT Hub and other Azure services, the collaboration between Microsoft and InDro Robotics developers enabled drones to recognize emergency situations and notify control stations immediately before assigning to a rescue squad."
We have built IoT reference design including firmware and hardware. I would also like to learn that if this single chip solution help the developers in this forum. Feedback is welcome. https://groupgets.com/campaigns/733-omnichip-devkit,"https://groupgets.com/campaigns/733-omnichip-devkit
	
Hello u/zGlue_mtv, it appears you tried to put a link in a title, since most users cant click these I have placed it here for you
	
^I ^am ^a ^bot ^if ^you ^have ^any ^suggestions ^dm ^me"
We have built IoT reference design including firmware and hardware. I would also like to learn that if this single chip solution help the developers in this forum. Feedback is welcome. https://groupgets.com/campaigns/733-omnichip-devkit,"It’s really thoughtful to have a temperature sensor  put together with a battery charger, this we can shut down the charging when it’s got overheated."
We have built IoT reference design including firmware and hardware. I would also like to learn that if this single chip solution help the developers in this forum. Feedback is welcome. https://groupgets.com/campaigns/733-omnichip-devkit,This is really neat. Amazing work!
We have built IoT reference design including firmware and hardware. I would also like to learn that if this single chip solution help the developers in this forum. Feedback is welcome. https://groupgets.com/campaigns/733-omnichip-devkit,How much for this chip?
Iot box/ edge gateway supplier,"Could you clarify what you mean by ""inputs"" and ""teirs""?"
Iot box/ edge gateway supplier,"I get mine from onlogic, most our edge devices run Ubuntu.  check out their website.  Not sure about the A73 though"
"Creating an IoT CI/CD pipeline with Docker, Jenkins and Ansible",nice
IoT connection cellular carrier,"I think I can help here. The answer to your questions depends on a few things. Among the major factors are deployment scale, where you're at in the design process, and what you're using for a radio.  
So as far as service providers go, you've got two main options: Primary MNO, or MVNO.

Primary MNO's (mobile network operators) are your AT&T, Verizon, and T-Mo's. These guys own spectrum and physical radio access. These guys tend to have steeper rates for small deployments, but pricing gets really aggressive when you start lighting up 5000+ devices. They also mandate non-regulatory compliance testing if you're using a radio solution that is not end-device certified (more on this later), which can add tens of thousands of dollar to overall development costs. Without device certification testing, you're not getting more than about 100 SIM cards. It's easiest to engage with these providers early on in your dev cycle, as there are are hardware design requirements associated with passing certification.

MVNO's (mobile virtual network operators) are carriers that don't own the radio access. KORE and Aeris are good examples. They are basically a middle men for service. They tend to have fewer restrictions on what devices you can activate, and are a great option for smaller deployments on a budget, but there is no economy of scale and per unit service costs do not really go down much past 1000 devices.

As far as coverage goes, prefer AT&T or Verizon. T-Mobile coverage isn't quite as ubiquitous, though they good pricing and are a good choice for areas that they've covered with radio access particularly well (check cellmapper for more info). MVNO's will typically partner with one of the big three MNO's, so ask your sales rep which one it is to inform your coverage imperatives.

Now back to the topic of primary carrier device certification. To activate directly on one of the big three networks, your device needs to pass PTCRB testing (AT&T and T-Mo), or Verizon ODI. These test plans both include over-the-air testing, for which you need to hit certain uplink and downlink performance targets set by each carrier independently. This actually causes some serious development pain for a lot of people, as hitting these targets requirements is electromagnetically challenging on a good day, and system integrators who don't have specific antenna and RF experience will spend a whole bunch of time developing a device that is never going to get approved because they didn't know how to validate the antenna or lay a PCB out for super-low RF noise.

This is where having good components partners can be make or break for a project. Your radio module and antenna vendors can give you a lot of good information regarding layout best practices, and help ensure that your real device performance falls in line with what's in the datasheet. The antenna vendor is especially important to reach out to early, as they will have critical information on making sure that any embedded antenna you might use will actually radiate like it does on the naked eval board from which they source the datasheet data. Antenna efficiency has huge implications for device certification testing, and it's vitally important that the antenna is getting validated in your box before you go to production. If you have a \*reaaaally\* good antenna partner, they might even be able to do pre-certification active OTA testing so you know you'll pass device cert on the first pass (which is great because PTCRB is expensive).

There do exist LTE-based IoT solutions that have already undergone device certifications from companies like Digi, Nimbelink, and Multi-Tech that can be included as a daughter board in your device, but you pay a big unit premium vs. a module-down solution. This route cuts down a lot on upfront dev costs though. If you're trying to stand something up quickly (a POC program for example), or the unit cost of such a pre-certified radio is cheap compared to the asset being connected or tracked, these solutions are great option."
"'Magic toilet' could monitor users' health, say researchers",So basically the toilet from [The Island](https://en.wikipedia.org/wiki/The_Island_(2005_film))
IoT Web dashboard APP,"If it's for data visualization, then you can check for D3.js. Else you can use some frameworks specifically for dashboards like AdminLTE etc where you have a lot of option including d3, graph,cards etc to play with and it's well documented."
IoT Web dashboard APP,"Search github for iot projects. There's plenty.     

Use react native or ionic/cordova for accessing headless BLE iot devices directly via android/ios. Similar code base can be used with a browser application. Just hit your gateway IP from the js client app directly since it's all local."
IoT Web dashboard APP,You can use WebSockets to create a real-time graph and display data.
IoT Web dashboard APP,"Yeah, I am looking for some UI components, libraries, frameworks that work with react and look cool and are functional"
"Advice on the best way to implement a ""real"" IoT device","There is a bunch of ways to do this. It will depend on things like if you rely on battery power, how rapid the reaction needs to be, distances and amount of data, and if your idea of a device needs to be interoperable with other third-party devices.

So let me add a few general lines of thinking, not saying this is exhaustive or sufficient for you to make a firm decision, but at least things that were relevant when my team developed a commercial IoT product some years ago.

For indoor applications, Bluetooth, Zigbee, even Wi-Fi, are used. You would then have an appropriate antenna on your circuitboard, plus some chip that handles the necessary processing of the data payload. Some secondary device would receive the radio signal and conversely retrieve the data payload. This assumes some authentication has been established between devices. Very helpful here to use already established protocols and chips that implement this. Exactly what the secondary device should be depends on the nature of your use-case. If say it only makes sense to receive a notification on your smartphone when you are in the proximity of the sensor device, then Bluetooth communication between the two devices is quite sufficient. However, in many applications you may be outside the range of Bluetooth, and you may wish to record sensor data over time and only later read it. Then you are likely going to need server access. One can build that the hard way. Set up a server connected to the internet, the server has an IP address to which you can communicate, so then you can connect your device to the internet directly if your device communicates via Wi-Fi; or indirectly, by having your device communicate with a less power-consuming protocol like Zigbee or Low-Power Bluetooth to a hub or gateway, which is the device with IP address. Many options here, can turn out a bit messy. But nowadays some of the Cloud providers also provide basic IoT development stuff, like Azure. You are then becoming attached to Microsoft, but in return your development is easier, since Azure provides you with pre-programmed chips and tools to lower the hurdles on the server side (of course, requiring you to use Azure server). 

In short, there are a lot of options, and the stack to create a commercial IoT product is pretty big. If you are not part of a team that can cover different aspects of this, then you either have a bit of learning to do, or you pay some extra money to use chips and protocols that are already out there, attached to companies that are trying to get more people to use them. Also, there are so many options with their different pros and cons. This is also a changing landscape, where new protocols and standards are popping up. So try to think about product requirements like how easy it is to power, range of wireless communication, security aspects, benefits from synergies being part of larger platforms, price, and from that you narrow down your options. In the end, if you want to make it commercial, getting something in the hands of a beta-tester is very helpful. Eventually you will need to consider things like if the hardware is designed for manufacturing, safety certifications and such. That is important in the last stretch of product development and needed to really scale to a mass-market, but I don't recommend you start with these issues."
"Advice on the best way to implement a ""real"" IoT device","Hi. I didn't understand one think, did you already implemented the idea in a form of a small prototype or is all theory ?"
"Advice on the best way to implement a ""real"" IoT device","Are you looking to design a product that would eventually be mass-produced?

Consider  getting a ""devkit"" for Zigbee or Z-Wave.   The pre-packeged chipset handles all the low-level communications.  Your users can use whatever app and hub they already have, and you can focus on the sensors instead of the local communications headaches."
"Advice on the best way to implement a ""real"" IoT device","Also think about how long your device can work with a CR2032 battery, or with a much more expensive CR123, or on two AA batteries which make the whole thing huge, or are you envisioning USB adapters everywhere in the house (which greatly increase the risk of a fire)."
"Advice on the best way to implement a ""real"" IoT device","Also, there should be a way to update the firmware in a sufficiently easy way (can't help you with the how though)."
"Advice on the best way to implement a ""real"" IoT device",Check out Particle.io
"Advice on the best way to implement a ""real"" IoT device","There are various posts on here talking about technologies that might be suitable but you should also factor in the non-obvious things that can bite you in the ass. So security, data protection, updating firmware etc... The non-sexy stuff.  
For security it goes without saying that you need to use secure communication at the minimum. If you are using a gateway device (raspberry pi, smartphone) to monitor the peripheral device you need a way to store security credentials instead of just hard coding them into the software at scale.  
For user data you need to think about the regulations where you're going to release this. If it's in Europe then you'll not only need to guarantee that the data is safe, that the use is clearly defined but all that the user can choose to delete their data if possible. The best way to deal with data protection and security is to choose a cloud-service that not only allows you to separate data into different regions but is also conscious of these regulations. So for example Google firebase is handy for app development and IoT but if you want to move outside of the US this becomes a huge issue. I would choose a service like AWS or Azure for any backend. I'm personally using AWS myself for an IoT project.

As for updating firmware/software there are many ways you can do it and I would honestly research dev-ops a bit more myself if I was you. But it's something to consider as updating firmware over bluetooth would be very tedious although I'm sure loads of other projects do it. I'm just gonna shamelessly self-promote my own video on the topic [https://www.youtube.com/watch?v=XGTGt\_JHypI](https://www.youtube.com/watch?v=XGTGt_JHypI)  


Good luck the other posts on here have given you lists of material you can learn from you'll be grand."
How does vehicle to device payments work?,"I'm not in the connected car industry, but there's a technology called RFID where there is a chip embedded into the car that allows an external sensor to read its identification. It's currently being used on automated toll payments. I guess they can utilize the same ID?  


I'm imagining the infrastructure to be that the RFID database of deployed cars be linked to owner information (and thus, credit card info), all in the cloud to provide seamless payment service from identifying the vehicle.  


I'm also imagining using image recognition of plate numbers when charging traffic violations. I heard somewhere that this is already being done in AU (needs verification). Anyway, these are just my two cents."
How does vehicle to device payments work?,"Google ""iota connected car"" to give you some idea."
Top 15 Standard IoT Protocols That You Must Know About,Looking forward to seeing what comes from project CHIP
Top 15 Standard IoT Protocols That You Must Know About,Great find.  Thanks.
Is outdated smart home devices re-usable?,"Most of the cases of forcibly obsoleted devices are cloud-tethered hubs and WiFi devices, so when the supplier goes under and they can no longer reach the service, they're effectively bricked.    Thus goes the Lightify gateway.

Generally, individual smarthome devices (e.g. lightbulbs) which use Zigbee, Z-wave and Insteon are not inherently dependent on a cloud service (don't even have an IP address) won't notice if the vendor goes out of business -- hubs would be a different matter.

For example [OSRAM says](https://www.osram.com/cb/lightify/index.jsp) ""*To control your smart lights and plugs beyond August 31st, 2021, you need to fully reset your entire system. Afterwards you can simply integrate it into any other ZigBee® compatible system – like other smart lighting or smart home systems with intelligent assistants that are available on the market*""

> I am just thinking if manufacturers dropping support opens possibilities to buy up these ""useless"" devices for cheap (for my own DIY projects), or even provides some business opportunities.

There's no hardware documentation, so it's not as simple as replacing the firmware or otherwise reprogramming them.   And with [the cloud service gone](https://www.osram.com/cb/lightify/index.jsp), the app disappears off your phone, so you'd have to make your own app.

For example, OSRAM would offer no warranty on the  [LIGHTIFY Gateway](https://www.ifixit.com/Teardown/Osram+Lightify+Teardown/104141) to a user of 3rd party software (assuming you can find a way to replace the gateway firmware short of physically cracking open the box and de-soldering the flash chip)"
Is outdated smart home devices re-usable?,"For sure there will be some devices which would work as you said, but it would depend on the device. Simple devices (like sensors) are probably more likely, but they don’t cost much anyway.  Certainly this is often the case for industrial IoT. There might be apps and cloud services you can use, but you can also query the device (lots of industrial companies don’t trust the cloud yet)."
Is outdated smart home devices re-usable?,"Disclaimer: The following is a bit opinionated.

In general, if you want to buy IoT devices that will be usable in the future regardless of any one service/provider, buy Chinese.

Chinese IoT stuff (again, in general) is built on fairly standard hardware & it's sold in large enough numbers for the open source community to hack it. Also (at least for now) the Chinese products aren't as well secured, so open-source hackers have an easier time getting into them.

If you want to go deeper into the rabbit hole, check out openHAB & HomeAssistant. those are the main open source platforms for home automation IoT stuff. Choose stuff that works with both of them and you should be good.

In short: Doesn't really matter which Western manufacturer you choose. They are all walled garden & going to turn off their servers eventually. By default go Chinese. Preferably check out what's supported by open source."
Is outdated smart home devices re-usable?,"I think your thought is sound, because I have already done that ;)  Although Samsung's SmartThings IOT solutions are still out there, I got tired of their continual crashes and outages and converted all my SmartThings stuff (not the hub though) to just use a Zigbee-to-MQTT bridge ([zigbee2mqtt.io](https://zigbee2mqtt.io)) and I now monitor and control them with my own programs (like my Alexa to MQTT bridge program: [https://github.com/john2exonets/AlexaController](https://github.com/john2exonets/AlexaController)) ...so yes, I too am keeping an eye out on Ebay for some Osram stuff to use at my Smart Home too."
NTT DoCoMo shuts down NB-IoT service,">**Realistically, there’s only one standards-based narrowband low power technology with the likelihood of being deployed everywhere, and that’s NB-IoT**

It's important to remember that NB-IoT leases an LTE band which is expensive as fuck. However, I don't see why LoRaWAN can't be a cheaper alternative for the same use cases. LoRa has higher range but transmission sizes are about 1/4 of NB-IoT. That's why I didn't get that quote. LoRa is a fine standards-based narrowband low power protocol."
NTT DoCoMo shuts down NB-IoT service,"DoCoMo is unusual in having a LoRaWAN offering as well as NB-IoT (the company sells LoRaWAN access boxes for enterprise customers, backhauled over the cellular network). Most most operators have built a network supporting one of the two (the vast majority having selected NB-IoT, but Orange France is a notable adopter of NB-IoT). 

It's also worth noting that DoCoMo’s NB-IoT network was operating at 850MHz – a frequency which no-one else seems to be using, which makes the end points more expensive and incompatible with the rest of the world."
NTT DoCoMo shuts down NB-IoT service,"The problem with NB-IoT is you still have to use a public operator. The trend in the market is private networks not public.

Imagine your a city, do I want to pay vodaphone to connect all my devices across all the verticals I want to deploy? Wait wait whats that you say about LoRaWAN? I can have a private network server, with my own private gateways and devices? You mean I can own the whole stack pretty much? Oh and the industrial grade gateways are only 1000 euro? And if I deploy 20 across a city I can add 100s of different use-cases... And I can also provide tenancy on the network for community, business and public sector? Nahhh I think I'll just pay vodaphone and hand over all that control."
"Alexa and Home Assistant - TTS, Media Player, Announcements, Sound Effects, Sequence Commands (Video Tutorial)",Cool 🤘
Home siren or flashy light.,"Doesn’t really seem like an IOT issue, rather than a parenting issue.

This might help though if you want an IOT solution.

https://youtu.be/rrLtoC8nNeA"
Home siren or flashy light.,"I'd say Shock Collar. But all the more ""civilized"" parents would say that's inhumane, or something. Now if you'll excuse me. I have to lift the hatch so that the roomba can drive these eggo's in to their cells.

It's a joke. I dont have kids. Not sure why."
Home siren or flashy light.,"So put a Notifier (or use a built in one if its Windows or MacOS) to flash a message up on the screen.  You could use a SmartThings to MQTT bridge(https://github.com/stjohnjohnson/smartthings-mqtt-bridge), and then a MQTT Notifier program(https://github.com/john2exonets/OSX-MQTT-Notifier) on the ""screen"" to pass an ""alert"" of some sort?  Using an MQTT Broker allows you to send one message but be received by many clients...and if you need to add any clients, there is no config changes on SmartThings."
